Authors,DOI,DataSourceType,FeatureName,UniqueID,Latitude,Longitude,FeatureType,FeatureCategory,ThawType,Imagery,ImageryDates,ImageryResolutionMeters,Aspect,Elevation,MeanElevation,RelativeElevation,Slope,SolarRadiationIndex
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19399,69.79752318,-152.663243,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,297,93.796875,93.85702418,-0.060149176,0,0.690156226
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19400,69.79514588,-152.6528936,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,180,92.55469,92.5247442,0.0299433,0,0.690186252
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19401,69.79389912,-152.6625154,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,252,90.078125,90.38273079,-0.304605789,0,0.690201998
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19402,69.79263505,-152.6611879,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,13,90.15625,90.40366767,-0.247417671,1,0.683138979
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19403,69.78857729,-152.6794213,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,325,86.85156,86.82536204,0.026200463,2,0.664873157
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19404,69.78816795,-152.6356516,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,234,84.91406,84.98788998,-0.073827479,0,0.690274376
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19405,69.80965885,-152.5919181,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,342,98.50781,98.71891127,-0.211098769,1,0.678494338
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19406,69.80796781,-152.6267159,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,18,99.859375,100.2628804,-0.403505438,1,0.683887949
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19407,69.80539814,-152.5710894,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,86,87.171875,87.2244264,-0.052551399,0,0.690056757
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19408,69.8018232,-152.5999589,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,283,90.0625,90.11196747,-0.049467466,1,0.679466831
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19409,69.80237165,-152.5819135,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,279,88.640625,88.69006085,-0.049435854,1,0.67997201
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19410,69.80072421,-152.5669153,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,328,87.05469,87.0959263,-0.041238805,1,0.677633078
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19411,69.79886435,-152.6202505,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,65,91.05469,91.03434661,0.02034089,2,0.697724342
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19412,69.79005064,-152.6116649,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,16,83.10156,83.21908727,-0.117524766,0,0.690250601
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19413,69.805314,-152.5529533,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,182,84.41406,84.31610247,0.097960028,1,0.698809228
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19414,69.80125716,-152.5216169,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,279,82.796875,82.91619078,-0.11931578,0,0.690109064
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19415,69.79848135,-152.5269096,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,39,83.07031,83.10324827,-0.032935767,2,0.686418425
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19416,69.79018574,-152.5584616,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,88,93.8125,94.06472376,-0.252223758,1,0.698508079
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19417,69.78369874,-153.0305838,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,27,97.1875,97.25225569,-0.064755686,1,0.686006635
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19418,69.77666685,-152.9718057,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,162,95.61719,95.58296822,0.034219284,1,0.701711691
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19419,69.78674101,-152.9425858,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,324,95.65625,95.6895128,-0.033262803,0,0.690292396
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19420,69.78262154,-152.9311066,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,136,100.41406,100.7147515,-0.300689033,0,0.690344415
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19421,69.78160738,-152.940502,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,342,99.046875,99.4254373,-0.378562305,0,0.690357221
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19422,69.77681168,-152.9030867,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,21,90.36719,90.4235252,-0.056337701,1,0.684873327
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19423,69.78147719,-152.8389793,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,55,91.234375,91.25882297,-0.024447965,1,0.692115638
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19424,69.78257296,-152.8872388,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,27,86.140625,86.20635037,-0.065725371,0,0.690345028
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19425,69.77878163,-152.8684103,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,218,91.58594,91.77516216,-0.189224657,1,0.692158302
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19426,69.77951054,-152.8711575,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,72,91.61719,91.93414885,-0.316961347,0,0.690383697
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19427,69.77598676,-152.8745656,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,297,91.65625,91.62114579,0.035104213,0,0.690428188
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19428,69.78541032,-152.8115655,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,162,95.640625,95.89771247,-0.257087471,1,0.701602965
Jones & Zuck (2016),https://doi.org/10.5066/F7H70CXB,Remote sensing - published,,19429,69.78369444,-152.7838019,Thermokarst lake,Thermokarst lake,Abrupt,SAR; Landsat TM; ETM+; OLI,1985 through 2015,30,72,75.265625,75.49275986,-0.227134863,0,0.690330867
