Authors,DOI,DataSourceType,FeatureName,FeatureType,FeatureCategory,Imagery,ImageryDate,ImageryResolutionMeters,Latitude,Longitude,ThawType,Aspect,Elevation,MeanElevation,RelativeElevation,Slope,SolarRadiation,Geo
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.8192382,-151.9724625,Abrupt,236,758.89844,758.90777,-0.009332512,10,0.683864532,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.97248535431797,67.8192437401726]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.81769367,-151.9624961,Abrupt,242,782.71094,785.1747819,-2.4638444,8,0.681810099,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.96251513653232,67.81769406306938]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.81681397,-151.9605948,Abrupt,251,783.47656,786.093794,-2.617231488,8,0.667466874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.96057762379235,67.81681910725077]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.81661594,-151.966473,Abrupt,234,739,746.9024307,-7.902430665,7,0.698334881,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.96647766805998,67.81662292783585]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.81787051,-151.9717275,Abrupt,215,737.4219,739.2977481,-1.875873052,13,0.727843905,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.97172803152932,67.81787902864583]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.8157217,-151.9073962,Abrupt,140,864.2656,864.5012733,-0.235648321,8,0.804965742,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.9073908165049,67.81571788526362]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.81474134,-151.9078761,Abrupt,112,849.4922,850.9898431,-1.497655596,9,0.805516917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.90787767037685,67.81473147486686]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.81212411,-151.9385901,Abrupt,220,804.4453,811.1719259,-6.726613366,12,0.715702244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.93857660629163,67.81213138417709]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.81143522,-152.0268169,Abrupt,288,860.8672,867.0102049,-6.143017356,10,0.597264093,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-152.02681341092233,67.81143939577562]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.80824738,-151.8462864,Abrupt,129,832.875,833.9836519,-1.108651947,9,0.814507826,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.84627021375113,67.80825156882467]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.80814544,-151.9255183,Abrupt,161,743.96094,747.5729311,-3.611993599,13,0.839699958,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.92551897656946,67.8081437309844]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.80956486,-152.1365299,Abrupt,279,1168.2422,1168.562623,-0.320435385,10,0.607673514,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-152.13654997634896,67.80956961668143]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.80896117,-152.1388827,Abrupt,333,1164.5312,1165.238456,-0.707206494,12,0.55981534,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-152.13886545044014,67.8089643083122]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.80918076,-152.0607882,Abrupt,6,1000.21094,1001.028719,-0.817781888,8,0.644661463,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-152.06079237039268,67.80917749587378]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.80397209,-151.8927947,Abrupt,191,797.0781,801.8063864,-4.72826141,14,0.791953436,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.8927877482026,67.80397848037032]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.80352475,-151.9470128,Abrupt,31,799.9297,801.6957457,-1.766058248,13,0.654508387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.94700513409768,67.80352945912534]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.80053596,-151.8375448,Abrupt,130,730.3672,732.6779475,-2.310760038,8,0.804672903,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.83754228886747,67.80054470317816]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.79800287,-151.9411966,Abrupt,45,869.97656,874.7646412,-4.788078706,18,0.674260642,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.94117537493668,67.79800329052506]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.79680213,-151.8539294,Abrupt,185,704.5078,707.3289254,-2.821112851,9,0.778694549,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.85392897668856,67.7968078140634]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.798254,-151.9852602,Abrupt,61,982.2031,984.3749618,-2.171836838,7,0.730957455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.9852780317141,67.79825727084427]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.79583624,-151.8554968,Abrupt,166,681.2031,682.3473177,-1.144192669,8,0.792753515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.8555179997847,67.79584438067677]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.79514751,-151.8606301,Abrupt,123,662.7344,664.0909089,-1.356533894,7,0.792528824,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.86061608934983,67.79514838079002]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.79409708,-151.830676,Abrupt,325,766.1328,764.0078905,2.124922009,14,0.526517098,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.8306627779142,67.79409616421614]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.79327361,-151.829115,Abrupt,319,792.16406,794.9584507,-2.794388238,14,0.524838815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.82911614511815,67.79326871939271]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.79415584,-151.9067403,Abrupt,70,779.4922,783.7900182,-4.297830707,16,0.764108736,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.90673743573387,67.79415088384046]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.79281372,-151.8276734,Abrupt,314,813.09375,817.7437282,-4.649978178,14,0.524850635,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.82767554486702,67.79281974795228]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.79303452,-151.9070137,Abrupt,2,804.3125,808.2768771,-3.964377118,8,0.639869495,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.9070242915037,67.79303862662981]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.7919418,-151.9067891,Abrupt,339,826.5469,829.116486,-2.569611041,10,0.592028811,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.9067884799401,67.79194925905836]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78981979,-151.8269063,Abrupt,197,808.58594,813.0524723,-4.466534768,18,0.786522616,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.82690061384287,67.78982079268823]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.79020167,-151.9482857,Abrupt,92,985.03906,987.6656268,-2.626564273,18,0.834102523,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.94827708250298,67.79020528827157]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78976464,-151.8910222,Abrupt,51,810.9375,813.9643465,-3.026846526,16,0.702435166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.89101579682338,67.78976169545001]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78956194,-151.9429955,Abrupt,87,927.9844,930.75224,-2.767864975,17,0.816520816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.94299216574626,67.78956758006947]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78885042,-151.9070828,Abrupt,343,883.6875,888.3875193,-4.700019293,12,0.56938214,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.90709675410258,67.78884349440064]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78906858,-151.9441431,Abrupt,43,955.78125,958.8400253,-3.058775321,30,0.597830858,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.94415823834524,67.78906093181386]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78856508,-151.8907366,Abrupt,53,840.9219,845.2835211,-4.36164611,15,0.71115202,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.89074382308786,67.78856492873632]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78781508,-151.8915218,Abrupt,49,868.03906,873.2427952,-5.203732659,19,0.685996713,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.89152592022003,67.78782384572942]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78755789,-151.8921416,Abrupt,56,884.0156,886.7157983,-2.70017335,26,0.693208481,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.8921408652984,67.7875485138009]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78727057,-151.8723612,Abrupt,67,635.14844,636.3377243,-1.189286767,35,0.726067579,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.87235074438797,67.78727230429789]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78819394,-151.9314747,Abrupt,300,921.3906,923.6629396,-2.272314584,20,0.442769948,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.93146234380654,67.78819759515426]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78535507,-151.884344,Abrupt,110,823.7969,825.8737411,-2.076866097,26,0.916935358,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.88433496910088,67.78535675311845]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78443,-151.8826989,Abrupt,68,801.5469,801.4879455,0.058929533,18,0.759240753,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.88270494224759,67.7844276644012]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78440498,-151.8832684,Abrupt,72,809.35156,809.6065468,-0.254984323,19,0.774085221,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.88327243853095,67.78439969149451]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78440182,-151.8889851,Abrupt,80,881.8906,890.0237241,-8.133099052,21,0.805832144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.88897226643823,67.78439606617428]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78228189,-151.8424375,Abrupt,290,782.1094,783.1274452,-1.018070199,17,0.501078308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.84244475671744,67.78227473795276]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78176083,-151.8739259,Abrupt,110,668.34375,670.579536,-2.235785987,13,0.837536419,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.87392407249524,67.7817522811346]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78134672,-151.8772355,Abrupt,68,713.0078,720.6857577,-7.677945157,19,0.759547389,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.8772411741069,67.78135280086028]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78133537,-152.1035852,Abrupt,299,1040.0938,1040.913965,-0.820215421,18,0.47422217,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-152.1035606416353,67.78133356858187]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78069541,-152.0941111,Abrupt,285,1134.2109,1133.717323,0.493614318,10,0.600870882,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-152.09409261993787,67.78070373765907]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.78050381,-152.0959292,Abrupt,286,1118.4766,1119.807294,-1.330731494,14,0.548296328,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-152.09594962643536,67.78050618672498]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.77992696,-152.0987717,Abrupt,301,1102.6484,1103.286567,-0.638129918,12,0.559562942,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-152.09878180479504,67.77993429388903]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.77871215,-152.106915,Abrupt,279,1057.9297,1058.498729,-0.569041904,10,0.608097432,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-152.10693523556162,67.7787052251145]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.77580748,-151.8787842,Abrupt,92,741.7969,746.5034112,-4.706536246,20,0.842547182,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.87878552219763,67.77579876294519]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.77393862,-151.8304104,Abrupt,226,814.96094,818.1638551,-3.202917601,15,0.692547859,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.83042809873214,67.77394199211587]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.77405038,-151.8830142,Abrupt,118,772.59375,772.881269,-0.28751901,15,0.862411411,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.88303148263466,67.7740458306994]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.77363243,-151.9037039,Abrupt,63,935.2969,935.3417787,-0.044903724,20,0.739949856,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.90369051615681,67.7736424802741]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.77296237,-151.8458598,Abrupt,346,758.1719,765.925954,-7.754078954,16,0.519898306,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.8458508884739,67.77295587569408]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.77207808,-151.8453255,Abrupt,343,789.1953,796.870804,-7.675491524,15,0.529036089,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.8453496344931,67.77208330397931]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.77128103,-151.8440587,Abrupt,309,823.7422,829.8699258,-6.127738282,19,0.450787934,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.8440698614877,67.77128139276091]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.76600463,-151.8441046,Abrupt,267,857.08594,862.9658828,-5.879945323,8,0.645283315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.84412922845826,67.76601066587149]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.76904157,-152.1328774,Abrupt,278,978.21094,977.7930743,0.417863243,9,0.62100609,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-152.1328786087322,67.76904796963917]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.76573609,-151.8432783,Abrupt,354,863.60156,872.0853778,-8.483815336,19,0.495878635,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.84327203371953,67.76573695513217]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.76860575,-152.1333268,Abrupt,303,977.2344,978.3411166,-1.106741639,9,0.600253976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-152.1333065484587,67.76860679798756]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.76527988,-151.8283843,Abrupt,2,975,978.2692105,-3.269210485,18,0.528977102,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.82837696305003,67.76528660335188]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.76444339,-151.9746342,Abrupt,169,972.9844,977.7369073,-4.752532264,17,0.85646688,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.9746179579286,67.7644379954887]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.76338962,-151.961244,Abrupt,226,1084.1328,1084.209957,-0.077144102,8,0.70932771,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.96124883704437,67.76339602288456]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.76225835,-151.8574307,Abrupt,280,793.4219,798.3753466,-4.953471615,19,0.493636356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.85742773211962,67.76225285214183]}"
Swanson et al. (2021),https://doi.org/10.1002/ppp.2098,Remote Sensing - published,,Active layer detachment,Active layer detachment,Alaska high altitude aerial photographs; IKONOS; SPOT67; WV23,1977 through 2019,1.5; 4; 2.2; 6,67.76333432,-151.972104,Abrupt,258,948.2656,955.973471,-7.707846011,14,0.605888681,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-151.9721056143777,67.76333249327824]}"
